"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","reps_group","reps_all","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type"
"90","lkin27js09b","P7","580","static","space",00:33:03,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"python","unique_val_count3_lkin27js09bspace,",00:33:03,00:23:06,00:42:17,19.2,1151,597,597,FALSE,"python","CODE","CODE"
"91","lkin27js09b","P7","576","static","space",00:34:08,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"dictionary","unique_val_count3_lkin27js09bspace, data_dictionary,",00:34:08,00:23:06,00:42:17,19.2,1151,662,662,FALSE,"dictionary","TABLE","CODE"
"92","lkin27js09b","P7","574","static","space",00:34:25,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X continuous)",FALSE,"dictionary","data_dictionary,",00:34:25,00:23:06,00:42:17,19.2,1151,679,679,FALSE,"dictionary","TABLE","CODE"
"93","lkin27js09b","P7","573","static","space",00:34:32,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",TRUE,"dictionary","data_dictionary,",00:34:32,00:23:06,00:42:17,19.2,1151,686,686,FALSE,"dictionary","TABLE","CODE"
"94","lkin27js09b","P7","566","static","space",00:36:41,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"python","surv_non_surv_split1_lkin27js09bspace, surv_print1_lkin27js09bspace,",00:36:41,00:23:06,00:42:17,19.2,1151,815,815,FALSE,"python","CODE","CODE"
"95","lkin27js09b","P7","562","static","space",00:37:52,"FALSE","PROCESS","plan of action",NA,FALSE,"python","further_reduced_unique_val_check1_lkin27js09bspace,",00:37:52,00:23:06,00:42:17,19.2,1151,886,886,FALSE,"python","CODE","CODE"
"96","lkin27js09b","P7","559","static","space",00:39:48,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]",NA,FALSE,"python","surv_unique_val_count1_lkin27js09bspace, further_reduced_unique_val_check1,",00:39:48,00:23:06,00:42:17,19.2,1151,1002,1002,FALSE,"python","CODE","CODE"
"97","lkin27js09b","P7","565","static","space",00:41:24,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"python","surv_prop_unique_val_count3_lkin27js09bspace, prop_unique_val_count1_lkin27js09bspace,",00:41:24,00:23:06,00:42:17,19.2,1151,1098,1098,FALSE,"python","CODE","CODE"
"98","lkin27js09b","P7","541","static","space",00:41:37,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"python","surv_prop_unique_val_count3_lkin27js09bspace,prop_unique_val_count1_lkin27js09bspace,",00:41:37,00:23:06,00:42:17,19.2,1151,1111,1111,FALSE,"python","CODE","CODE"
"99","lkin27js09b","P7","579","static","space",00:42:01,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"python","surv_prop_unique_val_count3_lkin27js09bspace,prop_unique_val_count1_lkin27js09bspace,",00:42:01,00:23:06,00:42:17,19.2,1151,1135,1135,FALSE,"python","CODE","CODE"
"100","lkin27js09b","P7","578","static","space",00:42:17,"FALSE","PROCESS","plan of action","relationship (categorical X continuous)",FALSE,"none",NA,00:42:17,00:23:06,00:42:17,19.2,1151,1151,1151,FALSE,"none","NONE","NONE"
"101","lkin27js09b","P7","577","ixn","happiness",01:13:38,"FALSE","DATASET","data provenance",NA,FALSE,"dictionary","data_dictionary,",01:13:38,01:13:38,01:37:49,24.2,1451,0,0,FALSE,"dictionary","TABLE","CODE"
"102","lkin27js09b","P7","570","ixn","happiness",01:14:05,"FALSE","DATASET","data provenance",NA,FALSE,"dictionary","data_dictionary,",01:14:05,01:13:38,01:37:49,24.2,1451,27,27,FALSE,"dictionary","TABLE","CODE"
"103","lkin27js09b","P7","546","ixn","happiness",01:16:29,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"profile","highlight_brush_profile_lkin27js09bhappiness,",01:16:29,01:13:38,01:37:49,24.2,1451,171,171,FALSE,"profile","profile","CHART"
"104","lkin27js09b","P7","555","ixn","happiness",01:16:51,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"profile","highlight_brush_profile_lkin27js09bhappiness,",01:16:51,01:13:38,01:37:49,24.2,1451,193,193,FALSE,"profile","profile","CHART"
"105","lkin27js09b","P7","545","ixn","happiness",01:17:25,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"profile","highlight_brush_profile_lkin27js09bhappiness,",01:17:25,01:13:38,01:37:49,24.2,1451,227,227,FALSE,"profile","profile","CHART"
"106","lkin27js09b","P7","554","ixn","happiness",01:18:03,"TRUE","RELATIONSHIP","relationship form (linearity/non-linearity)","relationship (multivariate)
",FALSE,"profile","highlight_brush_profile_lkin27js09bhappiness, intro_text,",01:18:03,01:13:38,01:37:49,24.2,1451,265,265,FALSE,"profile","profile","CHART"
"107","lkin27js09b","P7","549","ixn","happiness",01:18:12,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"profile","highlight_brush_profile_lkin27js09bhappiness, intro_text,",01:18:12,01:13:38,01:37:49,24.2,1451,274,274,FALSE,"profile","profile","CHART"
"108","lkin27js09b","P7","572","ixn","happiness",01:18:52,"FALSE","PROCESS","plan of action",NA,FALSE,"none","interactive_tutorial,",01:18:52,01:13:38,01:37:49,24.2,1451,314,314,FALSE,"none","NONE","NONE"
"109","lkin27js09b","P7","552","ixn","happiness",01:23:21,"FALSE","PROCESS","representation comment",NA,FALSE,"barplot","barplot_country2_lkin27js09bhappiness,",01:23:21,01:13:38,01:37:49,24.2,1451,583,583,FALSE,"barplot","barplot","CHART"
"110","lkin27js09b","P7","542","ixn","happiness",01:23:32,"FALSE","PROCESS","plan of action","distribution (categorical)",FALSE,"barplot","barplot_country2_lkin27js09bhappiness,",01:23:32,01:13:38,01:37:49,24.2,1451,594,594,FALSE,"barplot","barplot","CHART"
"111","lkin27js09b","P7","547","ixn","happiness",01:34:52,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"multiviewchart","combined_profile_brush_bar6_lkin27js09bhappiness,",01:34:52,01:13:38,01:37:49,24.2,1451,1274,1274,FALSE,"multiviewchart","multi-view chart","CHART"
"112","lkin27js09b","P7","564","ixn","happiness",01:35:40,"TRUE","PROCESS","plan of action",NA,FALSE,"multiviewchart","combined_profile_brush_bar6_lkin27js09bhappiness,",01:35:40,01:13:38,01:37:49,24.2,1451,1322,1322,FALSE,"multiviewchart","multi-view chart","CHART"
"113","lkin27js09b","P7","567","ixn","happiness",01:36:23,"FALSE","DATASET","data provenance",NA,FALSE,"multiviewchart","combined_profile_brush_bar6_lkin27js09bhappiness, brush and average happiness bar graph,",01:36:23,01:13:38,01:37:49,24.2,1451,1365,1365,FALSE,"multiviewchart","multi-view chart","CHART"
"114","lkin27js09b","P7","550","ixn","happiness",01:37:11,"FALSE","DATASET","missing data",NA,FALSE,"multiviewchart","combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness,",01:37:11,01:13:38,01:37:49,24.2,1451,1413,1413,FALSE,"multiviewchart","multi-view chart","CHART"
"115","lkin27js09b","P7","544","ixn","happiness",01:37:49,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",TRUE,"multiviewchart","combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness,",01:37:49,01:13:38,01:37:49,24.2,1451,1451,1451,FALSE,"multiviewchart","multi-view chart","CHART"
"116","li832lin23","P8","528","static","space",00:14:28,"FALSE","DATASET","data orientation",NA,FALSE,"dataframe","display_head_dataframe_li832lin23space,",00:14:28,00:14:28,00:36:51,22.4,1343,0,0,FALSE,"dataframe","TABLE","CODE"
"117","li832lin23","P8","533","static","space",00:22:38,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"hist","log_transform_roomservice_hist_li832lin23space,",00:22:38,00:14:28,00:36:51,22.4,1343,490,490,FALSE,"hist","histogram","CHART"
"118","li832lin23","P8","538","static","space",00:23:25,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"hist","log_transform_foodcourt_hist_li832lin23space,",00:23:25,00:14:28,00:36:51,22.4,1343,537,537,FALSE,"hist","histogram","CHART"
"119","li832lin23","P8","531","static","space",00:26:29,"FALSE","DATASET","missing data",NA,FALSE,"barplot","barplot_survived_homeplanet_7_li832lin23space,",00:26:29,00:14:28,00:36:51,22.4,1343,721,721,FALSE,"barplot","barplot","CHART"
"120","li832lin23","P8","499","static","space",00:26:40,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"barplot","barplot_survived_homeplanet_7_li832lin23space,",00:26:40,00:14:28,00:36:51,22.4,1343,732,732,FALSE,"barplot","barplot","CHART"
"121","li832lin23","P8","523","static","space",00:27:59,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"barplot","barplot_survived_cryosleep_li832lin23space,",00:27:59,00:14:28,00:36:51,22.4,1343,811,811,FALSE,"barplot","barplot","CHART"
"122","li832lin23","P8","498","static","space",00:28:36,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"barplot","barplot_survived_destination_li832lin23space,",00:28:36,00:14:28,00:36:51,22.4,1343,848,848,FALSE,"barplot","barplot","CHART"
"123","li832lin23","P8","517","static","space",00:28:43,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"barplot","barplot_survived_destination_li832lin23space,",00:28:43,00:14:28,00:36:51,22.4,1343,855,855,FALSE,"barplot","barplot","CHART"
"124","li832lin23","P8","534","static","space",00:32:16,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"stripplot","stripplot_age_survived_2_li832lin23space,",00:32:16,00:14:28,00:36:51,22.4,1343,1068,1068,FALSE,"stripplot","stripplot","CHART"
"125","li832lin23","P8","506","static","space",00:32:59,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"barplot","barplot_survived_cryosleep_li832lin23space,",00:32:59,00:14:28,00:36:51,22.4,1343,1111,1111,FALSE,"barplot","barplot","CHART"
"126","li832lin23","P8","504","static","space",00:33:40,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"columns","display_dataframe_columns_li832lin23space,",00:33:40,00:14:28,00:36:51,22.4,1343,1152,1152,FALSE,"columns","TABLE","CODE"
"127","li832lin23","P8","521","static","space",00:34:19,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X continuous)",FALSE,"dictionary","data_dictionary,",00:34:19,00:14:28,00:36:51,22.4,1343,1191,1191,FALSE,"dictionary","TABLE","CODE"
"128","li832lin23","P8","508","static","space",00:34:39,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"stripplot","stripplot_logroom_survived_li832lin23space,",00:34:39,00:14:28,00:36:51,22.4,1343,1211,1211,FALSE,"stripplot","stripplot","CHART"
"129","li832lin23","P8","515","static","space",00:34:44,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"stripplot","stripplot_logroom_survived_li832lin23space,",00:34:44,00:14:28,00:36:51,22.4,1343,1216,1216,FALSE,"stripplot","stripplot","CHART"
"130","li832lin23","P8","505","static","space",00:35:43,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"heatmap","heatmap_correlation_matrix_li832lin23space,",00:35:43,00:14:28,00:36:51,22.4,1343,1275,1275,FALSE,"heatmap","heatmap","CHART"
"131","li832lin23","P8","513","static","space",00:36:51,"FALSE","DATASET","missing data",NA,FALSE,"python","mean_isnull_li832lin23space,",00:36:51,00:14:28,00:36:51,22.4,1343,1343,1343,FALSE,"python","CODE","CODE"
"132","li832lin23","P8","514","ixn","happiness",01:02:57,"FALSE","DATASET","data provenance",NA,FALSE,"dictionary","data_dictionary,",01:02:57,01:02:57,01:25:26,22.5,1349,0,0,FALSE,"dictionary","TABLE","CODE"
"133","li832lin23","P8","495","ixn","happiness",01:03:15,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:03:15,01:02:57,01:25:26,22.5,1349,18,18,FALSE,"dictionary","TABLE","CODE"
"134","li832lin23","P8","540","ixn","happiness",01:04:55,"FALSE","DATASET","variable metadata",NA,FALSE,"profile","df_profile_all_li832lin23happiness,",01:04:55,01:02:57,01:25:26,22.5,1349,118,118,FALSE,"profile","profile","CHART"
"135","li832lin23","P8","518","ixn","happiness",01:05:36,"FALSE","PROCESS","plan of action",NA,FALSE,"profile","df_profile_all_li832lin23happiness,",01:05:36,01:02:57,01:25:26,22.5,1349,159,159,FALSE,"profile","profile","CHART"
"136","li832lin23","P8","507","ixn","happiness",01:06:14,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",TRUE,"none",NA,01:06:14,01:02:57,01:25:26,22.5,1349,197,197,FALSE,"none","NONE","NONE"
"137","li832lin23","P8","519","ixn","happiness",01:06:55,"FALSE","PROCESS","representation comment",NA,FALSE,"heatmap","corr_heatmap_li832lin23happiness,",01:06:55,01:02:57,01:25:26,22.5,1349,238,238,FALSE,"heatmap","heatmap","CHART"
"138","li832lin23","P8","532","ixn","happiness",01:08:50,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",01:08:50,01:02:57,01:25:26,22.5,1349,353,353,FALSE,"scatterplot","scatterplot","CHART"
"139","li832lin23","P8","512","ixn","happiness",01:09:07,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",01:09:07,01:02:57,01:25:26,22.5,1349,370,370,FALSE,"scatterplot","scatterplot","CHART"
"140","li832lin23","P8","501","ixn","happiness",01:09:23,"TRUE","RELATIONSHIP","outlier (relationship)","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",01:09:23,01:02:57,01:25:26,22.5,1349,386,386,FALSE,"scatterplot","scatterplot","CHART"
"141","li832lin23","P8","524","ixn","happiness",01:09:23,"TRUE","RELATIONSHIP","outlier (relationship)","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",01:09:23,01:02:57,01:25:26,22.5,1349,386,386,FALSE,"scatterplot","scatterplot","CHART"
"142","li832lin23","P8","497","ixn","happiness",01:09:50,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",01:09:50,01:02:57,01:25:26,22.5,1349,413,413,FALSE,"scatterplot","scatterplot","CHART"
"143","li832lin23","P8","503","ixn","happiness",01:09:56,"FALSE","PROCESS","representation comment","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",01:09:56,01:02:57,01:25:26,22.5,1349,419,419,FALSE,"scatterplot","scatterplot","CHART"
"144","li832lin23","P8","516","ixn","happiness",01:10:31,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_gen_GDP_li832lin23happiness,",01:10:31,01:02:57,01:25:26,22.5,1349,454,454,FALSE,"scatterplot","scatterplot","CHART"
"145","li832lin23","P8","522","ixn","happiness",01:11:06,"TRUE","PROCESS","representation comment",NA,FALSE,"scatterplot","tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",01:11:06,01:02:57,01:25:26,22.5,1349,489,489,FALSE,"scatterplot","scatterplot","CHART"
"146","li832lin23","P8","539","ixn","happiness",01:11:13,"FALSE","RELATIONSHIP","outlier (relationship)","distribution  (continuous)",FALSE,"dataframe","display_haiti_li832lin23happiness,",01:11:13,01:02:57,01:25:26,22.5,1349,496,496,FALSE,"dataframe","TABLE","CODE"
"147","li832lin23","P8","511","ixn","happiness",01:11:24,"FALSE","RELATIONSHIP","outlier (relationship)","distribution  (continuous)",FALSE,"dataframe","display_haiti_li832lin23happiness,",01:11:24,01:02:57,01:25:26,22.5,1349,507,507,FALSE,"dataframe","TABLE","CODE"
"148","li832lin23","P8","500","ixn","happiness",01:12:00,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_happ_col5_li832lin23happiness,",01:12:00,01:02:57,01:25:26,22.5,1349,543,543,FALSE,"scatterplot","scatterplot","CHART"
"149","li832lin23","P8","535","ixn","happiness",01:12:15,"TRUE","RELATIONSHIP","relationship range constriction","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_happ_col6_li832lin23happiness,",01:12:15,01:02:57,01:25:26,22.5,1349,558,558,FALSE,"scatterplot","scatterplot","CHART"
"150","li832lin23","P8","536","ixn","happiness",01:13:39,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_happ_col6_li832lin23happiness,",01:13:39,01:02:57,01:25:26,22.5,1349,642,642,FALSE,"scatterplot","scatterplot","CHART"
"151","li832lin23","P8","520","ixn","happiness",01:14:23,"TRUE","RELATIONSHIP","relationship form (linearity/non-linearity)","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_brush_jointplot_happ_col7_li832lin23happiness,",01:14:23,01:02:57,01:25:26,22.5,1349,686,686,FALSE,"scatterplot","scatterplot","CHART"
"152","li832lin23","P8","537","ixn","happiness",01:14:37,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"scatterplot","tooltip_brush_jointplot_happ_col7_li832lin23happiness, df.query,",01:14:37,01:02:57,01:25:26,22.5,1349,700,700,FALSE,"scatterplot","scatterplot","CHART"
