"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","utterance","reps_group","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type","rep_name"
"70","j2719eertu2","P5","429","ixn","happiness",01:35:45,"TRUE","RELATIONSHIP","outlier (relationship)","relationship (continuous X continuous)",FALSE,"except in 2,021, it increases that's which well. yeah, which is kind of interesting. 2021 was like. Maybe that's the rebound effect from 2020.","multiviewchart",01:35:45,01:14:08,01:38:30,24.4,1462,1297,1297,FALSE,"multiviewchart","multi-view chart","CHART","yearFilter_freedom_happiness_profile_barplot_combo_wider_j2719eertu2happiness"
"71","j2719eertu2","P5","473","ixn","happiness",01:36:27,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"So let me change the scatter plot to back to the log.
GDPpercapita
so that relationship stays pretty
constant.","multiviewchart",01:36:27,01:14:08,01:38:30,24.4,1462,1339,1339,FALSE,"multiviewchart","multi-view chart","CHART","yearFilter_logGDP_happiness_profile_barplot_combo_j2719eertu2happiness"
"72","j2719eertu2","P5","435","ixn","happiness",01:37:23,"TRUE","RELATIONSHIP","outlier (relationship)","relationship (continuous X continuous)",FALSE,"I was curious, just because I know 2,020 was like a
very outlier year in terms of like a lot of things. I was wondering if I could see that. and reflected in
either like the happiness score or in any of the other variables. And if maybe that year would need to be like.
excluded, or treated differently, just because it was so like
wild for everyone.","multiviewchart",01:37:23,01:14:08,01:38:30,24.4,1462,1395,1395,FALSE,"multiviewchart","multi-view chart","CHART","yearFilter_logGDP_happiness_profile_barplot_combo_j2719eertu2happiness"
"73","j2719eertu2","P5","434","ixn","happiness",01:37:47,"TRUE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"I see social support
in that year the maximum
kind of changes that I know that a lot of countries, including the Us. Like, implemented more of social like safety that that year.","multiviewchart",01:37:47,01:14:08,01:38:30,24.4,1462,1419,1419,FALSE,"multiviewchart","multi-view chart","CHART","yearFilter_logGDP_happiness_profile_barplot_combo_j2719eertu2happiness"
"74","j2719eertu2","P5","439","ixn","happiness",01:38:20,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"I'm looking at the happiness score now. seeing what it looks like, the number of countries with the happiness score between 6 and 7 relatively increases.","multiviewchart",01:38:20,01:14:08,01:38:30,24.4,1462,1452,1452,FALSE,"multiviewchart","multi-view chart","CHART","yearFilter_freedom_happiness_profile_barplot_combo_wider_j2719eertu2happiness"
"75","j2719eertu2","P5","425","ixn","happiness",01:38:30,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"but generosity decreases positive effect kind of increases.","multiviewchart",01:38:30,01:14:08,01:38:30,24.4,1462,1462,1462,FALSE,"multiviewchart","multi-view chart","CHART","yearFilter_freedom_happiness_profile_barplot_combo_wider_j2719eertu2happiness"
"76","lkin27js09b","P7","561","static","space",00:23:06,"FALSE","DATASET","data size",NA,FALSE,"Not a whole lot of okay, pretty small dataset","python",00:23:06,00:23:06,00:42:17,19.2,1151,0,0,FALSE,"python","CODE","CODE","df_print2_lkin27js09bspace"
"77","lkin27js09b","P7","548","static","space",00:23:13,"FALSE","DATASET","variable metadata",NA,TRUE,"I got some categorical data.","python",00:23:13,00:23:06,00:42:17,19.2,1151,7,7,FALSE,"python","CODE","CODE","df_print2_lkin27js09bspace"
"78","lkin27js09b","P7","560","static","space",00:23:24,"FALSE","PROCESS","plan of action",NA,FALSE,"Maybe we need to do some parsing out of this cabin may need to depending on the questions.","python",00:23:24,00:23:06,00:42:17,19.2,1151,18,18,FALSE,"python","CODE","CODE","df_print2_lkin27js09bspace"
"79","lkin27js09b","P7","543","static","space",00:23:55,"FALSE","PROCESS","representation comment",NA,FALSE,"But yeah, anytime you've got a data dictionary available. It's probably the best place to start.","dictionary",00:23:55,00:23:06,00:42:17,19.2,1151,49,49,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"80","lkin27js09b","P7","553","static","space",00:24:14,"FALSE","DATASET","variable metadata",NA,FALSE,"I'm looking at what are the different data types. Specifically, you know, what are the actual data types, as far as– Is it numerical, or float values, or binary, or string values and things like that. So you know how to how to process those once you read it into the data frame.","dictionary",00:24:14,00:23:06,00:42:17,19.2,1151,68,68,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"81","lkin27js09b","P7","556","static","space",00:24:45,"FALSE","PROCESS","plan of action",NA,FALSE,"if you're looking at an analysis, which of these are, quantitative values that you can use you know, different techniques to analyze versus which of these are, you know, nominal or categorical in nature, where you're going to have to assign some sort of values to to them, possibly, or or just track.","dictionary",00:24:45,00:23:06,00:42:17,19.2,1151,99,99,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"82","lkin27js09b","P7","563","static","space",00:25:45,"FALSE","DATASET","variable metadata",NA,FALSE,"Obviously, the passenger. Id is going to be important  because it's going to be our our key","dictionary",00:25:45,00:23:06,00:42:17,19.2,1151,159,159,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"83","lkin27js09b","P7","575","static","space",00:26:27,"FALSE","PROCESS","plan of action",NA,FALSE,"There's probably some opportunities to the find total money they've spent if that's important for some reason.","dictionary",00:26:27,00:23:06,00:42:17,19.2,1151,201,201,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"84","lkin27js09b","P7","571","static","space",00:26:42,"FALSE","DATASET","data orientation",NA,FALSE,"So you almost have their demographic information and a couple of these columns, and then and then basically they're their LTV values– You know how much they've spent.","dictionary",00:26:42,00:23:06,00:42:17,19.2,1151,216,216,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"85","lkin27js09b","P7","558","static","space",00:27:09,"FALSE","DATASET","missing data",NA,FALSE,"It's looks like we got some null values for some of these.","python",00:27:09,00:23:06,00:42:17,19.2,1151,243,243,FALSE,"python","CODE","CODE","df_print2_lkin27js09bspace"
"86","lkin27js09b","P7","557","static","space",00:27:12,"FALSE","PROCESS","representation comment",NA,FALSE,"It's kind of interesting, because some are none. some of the zeros, some are nulls. Not sure why that would be.","python",00:27:12,00:23:06,00:42:17,19.2,1151,246,246,FALSE,"python","CODE","CODE","df_print2_lkin27js09bspace"
"87","lkin27js09b","P7","568","static","space",00:29:33,"FALSE","DATASET","variable metadata",NA,TRUE,"So i'm just gonna take a look at the columns that are categorical in nature– or true, false– and group them together. And then we're going to figure out how many unique values we have. And then how many of each value we have.","python",00:29:33,00:23:06,00:42:17,19.2,1151,387,387,FALSE,"python","CODE","CODE","df_print2_lkin27js09bspace"
"88","lkin27js09b","P7","569","static","space",00:32:28,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]",NA,FALSE,"So it looks like most people are single person in the cabin. That's that was a mistake.","python",00:32:28,00:23:06,00:42:17,19.2,1151,562,562,FALSE,"python","CODE","CODE","unique_val_count3_lkin27js09bspace"
"89","lkin27js09b","P7","551","static","space",00:32:41,"FALSE","PROCESS","representation comment","distribution  (continuous)",FALSE,"I probably sort this out to see if and probably throw that in a histogram, too, to see. Get an idea on the on the general ages of the passengers.","python",00:32:41,00:23:06,00:42:17,19.2,1151,575,575,FALSE,"python","CODE","CODE","unique_val_count3_lkin27js09bspace"
"90","lkin27js09b","P7","580","static","space",00:33:03,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"You know most people going to one place, 3 destinations. Not sure how those are linked yet.","python",00:33:03,00:23:06,00:42:17,19.2,1151,597,597,FALSE,"python","CODE","CODE","unique_val_count3_lkin27js09bspace"
"91","lkin27js09b","P7","576","static","space",00:34:08,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"Was the rescue conducted fairly? Well if it wasn't, as people thought it wasn't conducted fairly, with the variables that we have, I would  start my investigation by determining how much they spent, and I would make the assumption that the people who spent more probably got rescued.","dictionary",00:34:08,00:23:06,00:42:17,19.2,1151,662,662,FALSE,"dictionary","TABLE","CODE","unique_val_count3_lkin27js09bspace data_dictionary,"
"92","lkin27js09b","P7","574","static","space",00:34:25,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X continuous)",FALSE,"There may be some correlation based off of age","dictionary",00:34:25,00:23:06,00:42:17,19.2,1151,679,679,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"93","lkin27js09b","P7","573","static","space",00:34:32,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",TRUE,"there could be some some home planet or destination correlations","dictionary",00:34:32,00:23:06,00:42:17,19.2,1151,686,686,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"94","lkin27js09b","P7","566","static","space",00:36:41,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"So about half survived and half didn't.","python",00:36:41,00:23:06,00:42:17,19.2,1151,815,815,FALSE,"python","CODE","CODE","surv_non_surv_split1_lkin27js09bspace surv_print1_lkin27js09bspace,"
"95","lkin27js09b","P7","562","static","space",00:37:52,"FALSE","PROCESS","plan of action",NA,FALSE,"Now, I just want to get an idea on how do these core categorical value stack up to kind of the the overall, and then see if there's anything that pops up that diverges.","python",00:37:52,00:23:06,00:42:17,19.2,1151,886,886,FALSE,"python","CODE","CODE","further_reduced_unique_val_check1_lkin27js09bspace"
"96","lkin27js09b","P7","559","static","space",00:39:48,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]",NA,FALSE,"like, for example  there's a a higher ratio of people going to this place (55 Cancer e 1054).","python",00:39:48,00:23:06,00:42:17,19.2,1151,1002,1002,FALSE,"python","CODE","CODE","surv_unique_val_count1_lkin27js09bspace further_reduced_unique_val_check1,"
"97","lkin27js09b","P7","565","static","space",00:41:24,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"slightly higher survivors from home planet, Earth.","python",00:41:24,00:23:06,00:42:17,19.2,1151,1098,1098,FALSE,"python","CODE","CODE","surv_prop_unique_val_count3_lkin27js09bspace prop_unique_val_count1_lkin27js09bspace,"
"98","lkin27js09b","P7","541","static","space",00:41:37,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"A lot more [survived] that t weren't in cryosleep, so they probably just let them die. They're already in the rooms. They're you know they're probably less likely to get rescued if they're just, you know, stuck in the rooms","python",00:41:37,00:23:06,00:42:17,19.2,1151,1111,1111,FALSE,"python","CODE","CODE","surv_prop_unique_val_count3_lkin27js09bspaceprop_unique_val_count1_lkin27js09bspace,"
"99","lkin27js09b","P7","579","static","space",00:42:01,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"Yeah, and the vip is not really a that look like that's really a factor","python",00:42:01,00:23:06,00:42:17,19.2,1151,1135,1135,FALSE,"python","CODE","CODE","surv_prop_unique_val_count3_lkin27js09bspaceprop_unique_val_count1_lkin27js09bspace,"
"100","lkin27js09b","P7","578","static","space",00:42:17,"FALSE","PROCESS","plan of action","relationship (categorical X continuous)",FALSE,"Well, yeah. So i'd add, I would, I would add their total. the the total of these values room service, food court, shopping mall to see how much they spent to see if that was a factor","none",00:42:17,00:23:06,00:42:17,19.2,1151,1151,1151,FALSE,"none","NONE","NONE",NA
"101","lkin27js09b","P7","577","ixn","happiness",01:13:38,"FALSE","DATASET","data provenance",NA,FALSE,"We got overall score. probably some the method of scoring to get that based on these other attributes.","dictionary",01:13:38,01:13:38,01:37:49,24.2,1451,0,0,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"102","lkin27js09b","P7","570","ixn","happiness",01:14:05,"FALSE","DATASET","data provenance",NA,FALSE,"so we probably want to know which of these attributes most is attributable to this score","dictionary",01:14:05,01:13:38,01:37:49,24.2,1451,27,27,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"103","lkin27js09b","P7","546","ixn","happiness",01:16:29,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"First, I was curious to see. you know over time. Is there a change in you know the distribution of the scores so like are we happier in 2,022 than we are in 2004 overall.","profile",01:16:29,01:13:38,01:37:49,24.2,1451,171,171,FALSE,"profile","profile","CHART","highlight_brush_profile_lkin27js09bhappiness"
"104","lkin27js09b","P7","555","ixn","happiness",01:16:51,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"If you take this brush and kind of look as you go across and take a look at the happiness score and some of these other ones. If there's one that increases more at a different rate. It's, you know it looks like it's generally the same.","profile",01:16:51,01:13:38,01:37:49,24.2,1451,193,193,FALSE,"profile","profile","CHART","highlight_brush_profile_lkin27js09bhappiness"
