,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,group
105,profile,relationship strength and/or direction,"Does your model account for you know, If everything's going right, then people should be happy or over time. So do you, Does you? Does your baseline change, or does it stay the same?",relationship (continuous X continuous),True,RELATIONSHIP,lkin27js09b,Happiness,Interactive,"highlight_brush_profile_lkin27js09bhappiness, ",01:17:25,,,,profile
106,profile,relationship form (linearity/non-linearity), I'm sure that some countries score higher than other countries on a consistent basis.,"relationship (multivariate)
",True,RELATIONSHIP,lkin27js09b,Happiness,Interactive,"highlight_brush_profile_lkin27js09bhappiness, intro_text, ",01:18:03,,,,profile
107,profile,"distribution variance (sd, var)","I guess the hard part is trying to gauge that as a as a global score. when you can have so many different, you know, a lot of variance of happiness probably among all these different countries.",distribution  (continuous),True,VARIABLE,lkin27js09b,Happiness,Interactive,"highlight_brush_profile_lkin27js09bhappiness, intro_text, ",1:18:12,,,,profile
108,none,plan of action,Then I'd probably just make one of these for each of the attributes. ,,False,ANALYSIS PROCESS,lkin27js09b,Happiness,Interactive,"interactive_tutorial, ",01:18:52,,,,none
109,barplot,representation comment,"I would probably first stretch it out. Use the brush to to get just, you know, to functionality. ",,False,ANALYSIS PROCESS,lkin27js09b,Happiness,Interactive,"barplot_country2_lkin27js09bhappiness, ",01:23:21,,,,barplot
110,barplot,plan of action,"And then if I had more time to do something like this, group these countries into subgroups, whether that's continents or you know smaller subsets to see if there's– you know it's tough to try to gauge that at the country level– so I think you could probably bridge that by grouping them into some sort of, you know, probably North America, South America.",distribution (categorical),False,ANALYSIS PROCESS,lkin27js09b,Happiness,Interactive,"barplot_country2_lkin27js09bhappiness, ",01:23:32,,,,barplot
111,Multi-view Chart,relationship strength and/or direction,"Generally happier countries have more freedom, a higher life expectancy, more social support, generosity, less corruption. Relatively.",relationship (continuous X continuous),True,RELATIONSHIP,lkin27js09b,Happiness,Interactive,"combined_profile_brush_bar6_lkin27js09bhappiness, ",01:34:52,,,,Multi-view Chart
112,Multi-view Chart,plan of action,People have spent their whole lives studying this. So I'm sure there are a lot of factors.,,True,ANALYSIS PROCESS,lkin27js09b,Happiness,Interactive,"combined_profile_brush_bar6_lkin27js09bhappiness, ",1:35:40,,,,Multi-view Chart
113,Multi-view Chart,data provenance,"So i'd be curious to have this study the data collected from the folks on this end [pointing towards low happiness score countries in a sorted bar chart].  to see where the variance is from. You know these scores are all kind of their perception. These are all kinds of perceptions.
",,False,DATASET,lkin27js09b,Happiness,Interactive,"combined_profile_brush_bar6_lkin27js09bhappiness, brush and average happiness bar graph, ",01:36:23,True,,,Multi-view Chart
114,Multi-view Chart,missing data,"I mean, i'm sure there's probably some missing data sets.",,False,DATASET,lkin27js09b,Happiness,Interactive,"combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness, ",01:37:11,,,,Multi-view Chart
115,Multi-view Chart,relationship strength and/or direction,"Countries with higher GDP, less corruption, more freedom, higher life expectancy, generally have higher happiness scores.",relationship (continuous X continuous),True,RELATIONSHIP,lkin27js09b,Happiness,Interactive,"combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness, ",01:37:49,,,True,Multi-view Chart
116,dataframe,data orientation,Survived is the outcome variable,,False,DATASET,li832lin23,Space,Static,"display_head_dataframe_li832lin23space, ",00:14:28,,,,dataframe
117,hist,"distribution shape [shape, skew, kurtosis]","there is a like semi-normal – I'm not using that like a statistical distribution – that  like it's slightly skew to the – Oh, I cannot remember which one it is– right. which is, which has a slightly long tale to the right that is what i'm saying.",distribution  (continuous),False,VARIABLE,li832lin23,Space,Static,"log_transform_roomservice_hist_li832lin23space, ",00:22:38,,,,hist
118,hist,"distribution shape [shape, skew, kurtosis]","yeah, it looks very similar in terms of a shape.",distribution  (continuous),False,VARIABLE,li832lin23,Space,Static,"log_transform_foodcourt_hist_li832lin23space, ",00:23:25,,,,hist
119,barplot,missing data,There are a bunch of nulls now.,,False,DATASET,li832lin23,Space,Static,"barplot_survived_homeplanet_7_li832lin23space, ",00:26:29,,,,barplot
120,barplot,relationship strength and/or direction,Earth had more people who survived than Europa had – I mean proportionally.,relationship (categorical X continuous),False,RELATIONSHIP,li832lin23,Space,Static,"barplot_survived_homeplanet_7_li832lin23space, ",00:26:40,,,,barplot
121,barplot,relationship strength and/or direction,"Oh, this is very pronounced. People who weren't in cryosleep sleep were more likely to survive.",relationship (categorical X continuous),False,RELATIONSHIP,li832lin23,Space,Static,"barplot_survived_cryosleep_li832lin23space, ",00:27:59,,,,barplot
122,barplot,relationship strength and/or direction,Canori E has proportionally fewer survivors. ,relationship (categorical X continuous),False,RELATIONSHIP,li832lin23,Space,Static,"barplot_survived_destination_li832lin23space, ",00:28:36,,,,barplot
123,barplot,relationship strength and/or direction,More than were going to TRAPPIST.,relationship (categorical X continuous),False,RELATIONSHIP,li832lin23,Space,Static,"barplot_survived_destination_li832lin23space, ",28:43,,,,barplot
124,stripplot,relationship strength and/or direction,There is no perceptible difference [discussing Age between survived and not survived],relationship (categorical X continuous),False,RELATIONSHIP,li832lin23,Space,Static,"stripplot_age_survived_2_li832lin23space, ",00:32:16,,,,stripplot
125,barplot,"distribution shape [shape, skew, kurtosis]","I think maybe the VIP people survive a little more. It's hard to say, given the proportional difference.
",distribution (categorical),False,VARIABLE,li832lin23,Space,Static,"barplot_survived_cryosleep_li832lin23space, ",00:32:59,,,,barplot
126,columns,relationship strength and/or direction,I guess people who survived well likely to spend more money in the Spa.,relationship (categorical X continuous),False,RELATIONSHIP,li832lin23,Space,Static,"display_dataframe_columns_li832lin23space, ",00:33:40,,,,columns
127,data_dictionary,relationship existence / non-existence,"Oh, there's no income variable is there. I guess the VIP variable is a proxy",relationship (categorical X continuous),False,RELATIONSHIP,li832lin23,Space,Static,"data_dictionary, ",00:34:19,,,,data_dictionary
128,stripplot,relationship strength and/or direction,"I would say people who spend more money are more likely to survive, ",relationship (categorical X continuous),False,RELATIONSHIP,li832lin23,Space,Static,"stripplot_logroom_survived_li832lin23space, ",00:34:39,,,,stripplot
129,stripplot,relationship strength and/or direction,maybe is also capturing things like the vip are maybe more likely to survive.,relationship (categorical X categorical),False,RELATIONSHIP,li832lin23,Space,Static,"stripplot_logroom_survived_li832lin23space, ",34:44,,,,stripplot
130,heatmap,relationship strength and/or direction,"I mean, obviously the variables are correlated with the logs",relationship (continuous X continuous),False,RELATIONSHIP,li832lin23,Space,Static,"heatmap_correlation_matrix_li832lin23space, ",00:35:43,,,,heatmap
131,python,missing data,It's a much better data quality than most real data sets. So not many nulls.,,False,DATASET,li832lin23,Space,Static,"mean_isnull_li832lin23space, ",00:36:51,,,,python
132,data_dictionary,data provenance,It's nice when they give you the log variables,,False,DATASET,li832lin23,happiness,Interactive,"data_dictionary, ",01:02:57,,,,data_dictionary
133,data_dictionary,variable metadata,[socialSupport] this one's a binary.,,False,DATASET,li832lin23,happiness,Interactive,"data_dictionary, ",01:03:15,,,,data_dictionary
134,profile,variable metadata,"You know, I thought social support was supposed to be binary. Oh it was the national average.",,False,DATASET,li832lin23,happiness,Interactive,"df_profile_all_li832lin23happiness, ",01:04:55,,,,profile
135,profile,plan of action,"No, nothing looks especially interesting. So I guess this just means make a bunch of plots.",,False,ANALYSIS PROCESS,li832lin23,happiness,Interactive,"df_profile_all_li832lin23happiness, ",01:05:36,,,,profile
136,none,relationship existence / non-existence,"I will just do a bunch of variable set of plots with happiness against the other variables, and then, when I want to break it out, I will, By country which is the only available form of categorization.",relationship (continuous X continuous),False,RELATIONSHIP,li832lin23,happiness,Interactive,,01:06:14,,,True,none
137,heatmap,representation comment,"Oh, obviously I have to do this [make a correlation heatmap], but everyone does it all the time. Will it tell me anything? It will not. It never does. ",,False,ANALYSIS PROCESS,li832lin23,happiness,Interactive,"corr_heatmap_li832lin23happiness, ",01:06:55,,,,heatmap
138,scatterplot,representation comment,"There are interactive charts that people, people meaning me, just are clicking around and like ""cool. I have no analytical thought I'm just clicking things. """,,False,ANALYSIS PROCESS,li832lin23,happiness,Interactive,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",01:08:50,,,,scatterplot
139,scatterplot,relationship strength and/or direction,"in general, happinessScore goes up with life expectancy",relationship (continuous X continuous),False,RELATIONSHIP,li832lin23,happiness,Interactive,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",01:09:07,,,,scatterplot
140,scatterplot,outlier (relationship),"Haiti's life expectancy is this [tooltip present] like this is concerning me. I have to look at it.
",relationship (continuous X continuous),True,RELATIONSHIP,li832lin23,happiness,Interactive,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",01:09:23,,,,scatterplot
141,scatterplot,outlier (relationship)," Okay, I mean, I guess it makes sense. But this is like constantly, you know, for a lower life expectancy. Okay. just very little life expectancy, not much happiness",relationship (continuous X continuous),True,RELATIONSHIP,li832lin23,happiness,Interactive,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",01:09:23,,,,scatterplot
142,scatterplot,relationship strength and/or direction,"But the general train is yeah, the longer you live the happier you are ",relationship (continuous X continuous),False,RELATIONSHIP,li832lin23,happiness,Interactive,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",01:09:50,,,,scatterplot
143,scatterplot,representation comment,I don't know why I put the interaction into there actually. I think it's just so I can look at outliers. ,relationship (continuous X continuous),False,ANALYSIS PROCESS,li832lin23,happiness,Interactive,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",01:09:56,,,,scatterplot
