SID,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,adj_timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,Vis_Was_Interactive,Timestamp,PNUM
91,data_dictionary,relationship strength and/or direction,"Was the rescue conducted fairly? Well if it wasn't, as people thought it wasn't conducted fairly, with the variables that we have, I would  start my investigation by determining how much they spent, and I would make the assumption that the people who spent more probably got rescued.",relationship (categorical X continuous),FALSE,RELATIONSHIP,lkin27js09b,Space,Static,"unique_val_count3_lkin27js09bspace, data_dictionary, ",34:08:00,0:34:08,TRUE,,,FALSE,34:08:00,P7
92,data_dictionary,relationship existence / non-existence,There may be some correlation based off of age,relationship (categorical X continuous),FALSE,RELATIONSHIP,lkin27js09b,Space,Static,"data_dictionary, ",34:25:00,0:34:25,,,,FALSE,34:25:00,P7
93,data_dictionary,relationship existence / non-existence,there could be some some home planet or destination correlations,relationship (categorical X categorical),FALSE,RELATIONSHIP,lkin27js09b,Space,Static,"data_dictionary, ",34:32:00,0:34:32,,,TRUE,FALSE,34:32:00,P7
94,python,"distribution shape [shape, skew, kurtosis]",So about half survived and half didn't.,distribution (categorical),FALSE,VARIABLE,lkin27js09b,Space,Static,"surv_non_surv_split1_lkin27js09bspace, surv_print1_lkin27js09bspace, ",36:41:00,0:36:41,,,,FALSE,36:41:00,P7
95,python,plan of action,"Now, I just want to get an idea on how do these core categorical value stack up to kind of the the overall, and then see if there's anything that pops up that diverges.",,FALSE,ANALYSIS PROCESS,lkin27js09b,Space,Static,"further_reduced_unique_val_check1_lkin27js09bspace, ",37:52:00,0:37:52,,,,FALSE,37:52:00,P7
96,python,"distribution shape [shape, skew, kurtosis]","like, for example  there's a a higher ratio of people going to this place (55 Cancer e 1054).",,FALSE,VARIABLE,lkin27js09b,Space,Static,"surv_unique_val_count1_lkin27js09bspace, further_reduced_unique_val_check1, ",39:48:00,0:39:48,,,,FALSE,39:48:00,P7
97,python,relationship strength and/or direction," slightly higher survivors from home planet, Earth.",relationship (categorical X categorical),FALSE,RELATIONSHIP,lkin27js09b,Space,Static,"surv_prop_unique_val_count3_lkin27js09bspace, prop_unique_val_count1_lkin27js09bspace, ",41:24:00,0:41:24,,,,FALSE,41:24:00,P7
98,python,relationship strength and/or direction,"A lot more [survived] that t weren't in cryosleep, so they probably just let them die. They're already in the rooms. They're you know they're probably less likely to get rescued if they're just, you know, stuck in the rooms",relationship (categorical X categorical),FALSE,RELATIONSHIP,lkin27js09b,Space,Static,"surv_prop_unique_val_count3_lkin27js09bspace,prop_unique_val_count1_lkin27js09bspace, ",41:37:00,0:41:37,,,,FALSE,41:37:00,P7
99,python,relationship strength and/or direction,"Yeah, and the vip is not really a that look like that's really a factor",relationship (categorical X categorical),FALSE,RELATIONSHIP,lkin27js09b,Space,Static,"surv_prop_unique_val_count3_lkin27js09bspace,prop_unique_val_count1_lkin27js09bspace, ",42:01:00,0:42:01,,,,FALSE,42:01:00,P7
100,none,plan of action,"Well, yeah. So i'd add, I would, I would add their total. the the total of these values room service, food court, shopping mall to see how much they spent to see if that was a factor",relationship (categorical X continuous),FALSE,ANALYSIS PROCESS,lkin27js09b,Space,Static,,42:17:00,0:42:17,,,,FALSE,42:17:00,P7
101,data_dictionary,data provenance,We got overall score. probably some the method of scoring to get that based on these other attributes.,,FALSE,DATASET,lkin27js09b,Happiness,Interactive,"data_dictionary, ",1:13:38,1:13:38,,,,FALSE,1:13:38,P7
102,data_dictionary,data provenance,so we probably want to know which of these attributes most is attributable to this score,,FALSE,DATASET,lkin27js09b,Happiness,Interactive,"data_dictionary, ",1:14:05,1:14:05,,,,FALSE,1:14:05,P7
103,profile,relationship strength and/or direction,"First, I was curious to see. you know over time. Is there a change in you know the distribution of the scores so like are we happier in 2,022 than we are in 2004 overall.",relationship (continuous X continuous),TRUE,RELATIONSHIP,lkin27js09b,Happiness,Interactive,"highlight_brush_profile_lkin27js09bhappiness, ",1:16:29,1:16:29,,,,TRUE,1:16:29,P7
104,profile,relationship strength and/or direction,"If you take this brush and kind of look as you go across and take a look at the happiness score and some of these other ones. If there's one that increases more at a different rate. It's, you know it looks like it's generally the same. ",relationship (continuous X continuous),TRUE,RELATIONSHIP,lkin27js09b,Happiness,Interactive,"highlight_brush_profile_lkin27js09bhappiness, ",1:16:51,1:16:51,,,,TRUE,1:16:51,P7
105,profile,relationship strength and/or direction,"Does your model account for you know, If everything's going right, then people should be happy or over time. So do you, Does you? Does your baseline change, or does it stay the same?",relationship (continuous X continuous),TRUE,RELATIONSHIP,lkin27js09b,Happiness,Interactive,"highlight_brush_profile_lkin27js09bhappiness, ",1:17:25,1:17:25,,,,TRUE,1:17:25,P7
106,profile,relationship form (linearity/non-linearity), I'm sure that some countries score higher than other countries on a consistent basis.,"relationship (multivariate)
",TRUE,RELATIONSHIP,lkin27js09b,Happiness,Interactive,"highlight_brush_profile_lkin27js09bhappiness, intro_text, ",1:18:03,1:18:03,,,,TRUE,1:18:03,P7
107,profile,"distribution variance (sd, var)","I guess the hard part is trying to gauge that as a as a global score. when you can have so many different, you know, a lot of variance of happiness probably among all these different countries.",distribution  (continuous),TRUE,VARIABLE,lkin27js09b,Happiness,Interactive,"highlight_brush_profile_lkin27js09bhappiness, intro_text, ",1:18:12,1:18:12,,,,TRUE,1:18:12,P7
108,none,plan of action,Then I'd probably just make one of these for each of the attributes. ,,FALSE,ANALYSIS PROCESS,lkin27js09b,Happiness,Interactive,"interactive_tutorial, ",1:18:52,1:18:52,,,,FALSE,1:18:52,P7
109,barplot,representation comment,"I would probably first stretch it out. Use the brush to to get just, you know, to functionality. ",,FALSE,ANALYSIS PROCESS,lkin27js09b,Happiness,Interactive,"barplot_country2_lkin27js09bhappiness, ",1:23:21,1:23:21,,,,TRUE,1:23:21,P7
110,barplot,plan of action,"And then if I had more time to do something like this, group these countries into subgroups, whether that's continents or you know smaller subsets to see if there's– you know it's tough to try to gauge that at the country level– so I think you could probably bridge that by grouping them into some sort of, you know, probably North America, South America.",distribution (categorical),FALSE,ANALYSIS PROCESS,lkin27js09b,Happiness,Interactive,"barplot_country2_lkin27js09bhappiness, ",1:23:32,1:23:32,,,,TRUE,1:23:32,P7
111,Multi-view Chart,relationship strength and/or direction,"Generally happier countries have more freedom, a higher life expectancy, more social support, generosity, less corruption. Relatively.",relationship (continuous X continuous),TRUE,RELATIONSHIP,lkin27js09b,Happiness,Interactive,"combined_profile_brush_bar6_lkin27js09bhappiness, ",1:34:52,1:34:52,,,,TRUE,1:34:52,P7
112,Multi-view Chart,plan of action,People have spent their whole lives studying this. So I'm sure there are a lot of factors.,,TRUE,ANALYSIS PROCESS,lkin27js09b,Happiness,Interactive,"combined_profile_brush_bar6_lkin27js09bhappiness, ",1:35:40,1:35:40,,,,TRUE,1:35:40,P7
113,Multi-view Chart,data provenance,"So i'd be curious to have this study the data collected from the folks on this end [pointing towards low happiness score countries in a sorted bar chart].  to see where the variance is from. You know these scores are all kind of their perception. These are all kinds of perceptions.
",,FALSE,DATASET,lkin27js09b,Happiness,Interactive,"combined_profile_brush_bar6_lkin27js09bhappiness, brush and average happiness bar graph, ",1:36:23,1:36:23,TRUE,,,TRUE,1:36:23,P7
114,Multi-view Chart,missing data,"I mean, i'm sure there's probably some missing data sets.",,FALSE,DATASET,lkin27js09b,Happiness,Interactive,"combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness, ",1:37:11,1:37:11,,,,TRUE,1:37:11,P7
115,Multi-view Chart,relationship strength and/or direction,"Countries with higher GDP, less corruption, more freedom, higher life expectancy, generally have higher happiness scores.",relationship (continuous X continuous),TRUE,RELATIONSHIP,lkin27js09b,Happiness,Interactive,"combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness, ",1:37:49,1:37:49,,,TRUE,TRUE,1:37:49,P7
116,dataframe,data orientation,Survived is the outcome variable,,FALSE,DATASET,li832lin23,Space,Static,"display_head_dataframe_li832lin23space, ",0:14:28,0:14:28,,,,FALSE,0:14:28,P8
117,hist,"distribution shape [shape, skew, kurtosis]","there is a like semi-normal – I'm not using that like a statistical distribution – that  like it's slightly skew to the – Oh, I cannot remember which one it is– right. which is, which has a slightly long tale to the right that is what i'm saying.",distribution  (continuous),FALSE,VARIABLE,li832lin23,Space,Static,"log_transform_roomservice_hist_li832lin23space, ",0:22:38,0:22:38,,,,FALSE,0:22:38,P8
118,hist,"distribution shape [shape, skew, kurtosis]","yeah, it looks very similar in terms of a shape.",distribution  (continuous),FALSE,VARIABLE,li832lin23,Space,Static,"log_transform_foodcourt_hist_li832lin23space, ",0:23:25,0:23:25,,,,FALSE,0:23:25,P8
119,barplot,missing data,There are a bunch of nulls now.,,FALSE,DATASET,li832lin23,Space,Static,"barplot_survived_homeplanet_7_li832lin23space, ",0:26:29,0:26:29,,,,FALSE,0:26:29,P8
120,barplot,relationship strength and/or direction,Earth had more people who survived than Europa had – I mean proportionally.,relationship (categorical X continuous),FALSE,RELATIONSHIP,li832lin23,Space,Static,"barplot_survived_homeplanet_7_li832lin23space, ",0:26:40,0:26:40,,,,FALSE,0:26:40,P8
121,barplot,relationship strength and/or direction,"Oh, this is very pronounced. People who weren't in cryosleep sleep were more likely to survive.",relationship (categorical X continuous),FALSE,RELATIONSHIP,li832lin23,Space,Static,"barplot_survived_cryosleep_li832lin23space, ",0:27:59,0:27:59,,,,FALSE,0:27:59,P8
122,barplot,relationship strength and/or direction,Canori E has proportionally fewer survivors. ,relationship (categorical X continuous),FALSE,RELATIONSHIP,li832lin23,Space,Static,"barplot_survived_destination_li832lin23space, ",0:28:36,0:28:36,,,,FALSE,0:28:36,P8
123,barplot,relationship strength and/or direction,More than were going to TRAPPIST.,relationship (categorical X continuous),FALSE,RELATIONSHIP,li832lin23,Space,Static,"barplot_survived_destination_li832lin23space, ",28:43:00,0:28:43,,,,FALSE,28:43:00,P8
124,stripplot,relationship strength and/or direction,There is no perceptible difference [discussing Age between survived and not survived],relationship (categorical X continuous),FALSE,RELATIONSHIP,li832lin23,Space,Static,"stripplot_age_survived_2_li832lin23space, ",0:32:16,0:32:16,,,,FALSE,0:32:16,P8
125,barplot,"distribution shape [shape, skew, kurtosis]","I think maybe the VIP people survive a little more. It's hard to say, given the proportional difference.
",distribution (categorical),FALSE,VARIABLE,li832lin23,Space,Static,"barplot_survived_cryosleep_li832lin23space, ",0:32:59,0:32:59,,,,FALSE,0:32:59,P8
126,columns,relationship strength and/or direction,I guess people who survived well likely to spend more money in the Spa.,relationship (categorical X continuous),FALSE,RELATIONSHIP,li832lin23,Space,Static,"display_dataframe_columns_li832lin23space, ",0:33:40,0:33:40,,,,FALSE,0:33:40,P8
127,data_dictionary,relationship existence / non-existence,"Oh, there's no income variable is there. I guess the VIP variable is a proxy",relationship (categorical X continuous),FALSE,RELATIONSHIP,li832lin23,Space,Static,"data_dictionary, ",0:34:19,0:34:19,,,,FALSE,0:34:19,P8
128,stripplot,relationship strength and/or direction,"I would say people who spend more money are more likely to survive, ",relationship (categorical X continuous),FALSE,RELATIONSHIP,li832lin23,Space,Static,"stripplot_logroom_survived_li832lin23space, ",0:34:39,0:34:39,,,,FALSE,0:34:39,P8
129,stripplot,relationship strength and/or direction,maybe is also capturing things like the vip are maybe more likely to survive.,relationship (categorical X categorical),FALSE,RELATIONSHIP,li832lin23,Space,Static,"stripplot_logroom_survived_li832lin23space, ",34:44:00,0:34:44,,,,FALSE,34:44:00,P8
130,heatmap,relationship strength and/or direction,"I mean, obviously the variables are correlated with the logs",relationship (continuous X continuous),FALSE,RELATIONSHIP,li832lin23,Space,Static,"heatmap_correlation_matrix_li832lin23space, ",0:35:43,0:35:43,,,,FALSE,0:35:43,P8
131,python,missing data,It's a much better data quality than most real data sets. So not many nulls.,,FALSE,DATASET,li832lin23,Space,Static,"mean_isnull_li832lin23space, ",0:36:51,0:36:51,,,,FALSE,0:36:51,P8
132,data_dictionary,data provenance,It's nice when they give you the log variables,,FALSE,DATASET,li832lin23,happiness,Interactive,"data_dictionary, ",1:02:57,1:02:57,,,,FALSE,1:02:57,P8
133,data_dictionary,variable metadata,[socialSupport] this one's a binary.,,FALSE,DATASET,li832lin23,happiness,Interactive,"data_dictionary, ",1:03:15,1:03:15,,,,FALSE,1:03:15,P8
134,profile,variable metadata,"You know, I thought social support was supposed to be binary. Oh it was the national average.",,FALSE,DATASET,li832lin23,happiness,Interactive,"df_profile_all_li832lin23happiness, ",1:04:55,1:04:55,,,,FALSE,1:04:55,P8
135,profile,plan of action,"No, nothing looks especially interesting. So I guess this just means make a bunch of plots.",,FALSE,ANALYSIS PROCESS,li832lin23,happiness,Interactive,"df_profile_all_li832lin23happiness, ",1:05:36,1:05:36,,,,FALSE,1:05:36,P8
136,none,relationship existence / non-existence,"I will just do a bunch of variable set of plots with happiness against the other variables, and then, when I want to break it out, I will, By country which is the only available form of categorization.",relationship (continuous X continuous),FALSE,RELATIONSHIP,li832lin23,happiness,Interactive,,1:06:14,1:06:14,,,TRUE,FALSE,1:06:14,P8
