SID,PID,PNUM,Condition,Notebook,Timestamp,interaction_used,Data Type,Highlevel,Utterance Type,Final_Group,group,All representations,Flag Storytelling,Flag Correction,Flag Simultaneous Characterization,Utterance
99,lkin27js09b,P7,Static,Space,42:01:00,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship strength and/or direction,python,python,"surv_prop_unique_val_count3_lkin27js09bspace,prop_unique_val_count1_lkin27js09bspace, ",,,,"Yeah, and the vip is not really a that look like that's really a factor"
100,lkin27js09b,P7,Static,Space,42:17:00,FALSE,relationship (categorical X continuous),ANALYSIS PROCESS,plan of action,none,none,,,,,"Well, yeah. So i'd add, I would, I would add their total. the the total of these values room service, food court, shopping mall to see how much they spent to see if that was a factor"
101,lkin27js09b,P7,Interactive,Happiness,1:13:38,FALSE,,DATASET,data provenance,data_dictionary,data_dictionary,"data_dictionary, ",,,,We got overall score. probably some the method of scoring to get that based on these other attributes.
102,lkin27js09b,P7,Interactive,Happiness,1:14:05,FALSE,,DATASET,data provenance,data_dictionary,data_dictionary,"data_dictionary, ",,,,so we probably want to know which of these attributes most is attributable to this score
103,lkin27js09b,P7,Interactive,Happiness,1:16:29,TRUE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,profile,profile,"highlight_brush_profile_lkin27js09bhappiness, ",,,,"First, I was curious to see. you know over time. Is there a change in you know the distribution of the scores so like are we happier in 2,022 than we are in 2004 overall."
104,lkin27js09b,P7,Interactive,Happiness,1:16:51,TRUE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,profile,profile,"highlight_brush_profile_lkin27js09bhappiness, ",,,,"If you take this brush and kind of look as you go across and take a look at the happiness score and some of these other ones. If there's one that increases more at a different rate. It's, you know it looks like it's generally the same. "
105,lkin27js09b,P7,Interactive,Happiness,1:17:25,TRUE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,profile,profile,"highlight_brush_profile_lkin27js09bhappiness, ",,,,"Does your model account for you know, If everything's going right, then people should be happy or over time. So do you, Does you? Does your baseline change, or does it stay the same?"
106,lkin27js09b,P7,Interactive,Happiness,1:18:03,TRUE,"relationship (multivariate)
",RELATIONSHIP,relationship form (linearity/non-linearity),profile,profile,"highlight_brush_profile_lkin27js09bhappiness, intro_text, ",,,, I'm sure that some countries score higher than other countries on a consistent basis.
107,lkin27js09b,P7,Interactive,Happiness,1:18:12,TRUE,distribution  (continuous),VARIABLE,"distribution variance (sd, var)",profile,profile,"highlight_brush_profile_lkin27js09bhappiness, intro_text, ",,,,"I guess the hard part is trying to gauge that as a as a global score. when you can have so many different, you know, a lot of variance of happiness probably among all these different countries."
108,lkin27js09b,P7,Interactive,Happiness,1:18:52,FALSE,,ANALYSIS PROCESS,plan of action,none,none,"interactive_tutorial, ",,,,Then I'd probably just make one of these for each of the attributes. 
109,lkin27js09b,P7,Interactive,Happiness,1:23:21,FALSE,,ANALYSIS PROCESS,representation comment,barplot,barplot,"barplot_country2_lkin27js09bhappiness, ",,,,"I would probably first stretch it out. Use the brush to to get just, you know, to functionality. "
110,lkin27js09b,P7,Interactive,Happiness,1:23:32,FALSE,distribution (categorical),ANALYSIS PROCESS,plan of action,barplot,barplot,"barplot_country2_lkin27js09bhappiness, ",,,,"And then if I had more time to do something like this, group these countries into subgroups, whether that's continents or you know smaller subsets to see if there'sâ--  you know it's tough to try to gauge that at the country levelâ--  so I think you could probably bridge that by grouping them into some sort of, you know, probably North America, South America."
111,lkin27js09b,P7,Interactive,Happiness,1:34:52,TRUE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,Multi-view Chart,Multi-view Chart,"combined_profile_brush_bar6_lkin27js09bhappiness, ",,,,"Generally happier countries have more freedom, a higher life expectancy, more social support, generosity, less corruption. Relatively."
112,lkin27js09b,P7,Interactive,Happiness,1:35:40,TRUE,,ANALYSIS PROCESS,plan of action,Multi-view Chart,Multi-view Chart,"combined_profile_brush_bar6_lkin27js09bhappiness, ",,,,People have spent their whole lives studying this. So I'm sure there are a lot of factors.
113,lkin27js09b,P7,Interactive,Happiness,1:36:23,FALSE,,DATASET,data provenance,Multi-view Chart,Multi-view Chart,"combined_profile_brush_bar6_lkin27js09bhappiness, brush and average happiness bar graph, ",TRUE,,,"So i'd be curious to have this study the data collected from the folks on this end [pointing towards low happiness score countries in a sorted bar chart].  to see where the variance is from. You know these scores are all kind of their perception. These are all kinds of perceptions.
"
114,lkin27js09b,P7,Interactive,Happiness,1:37:11,FALSE,,DATASET,missing data,Multi-view Chart,Multi-view Chart,"combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness, ",,,,"I mean, i'm sure there's probably some missing data sets."
115,lkin27js09b,P7,Interactive,Happiness,1:37:49,TRUE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,Multi-view Chart,Multi-view Chart,"combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness, ",,,TRUE,"Countries with higher GDP, less corruption, more freedom, higher life expectancy, generally have higher happiness scores."
116,li832lin23,P8,Static,Space,0:14:28,FALSE,,DATASET,data orientation,dataframe,dataframe,"display_head_dataframe_li832lin23space, ",,,,Survived is the outcome variable
117,li832lin23,P8,Static,Space,0:22:38,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",hist,hist,"log_transform_roomservice_hist_li832lin23space, ",,,,"there is a like semi-normal â--  I'm not using that like a statistical distribution â--  that  like it's slightly skew to the â--  Oh, I cannot remember which one it isâ--  right. which is, which has a slightly long tale to the right that is what i'm saying."
118,li832lin23,P8,Static,Space,0:23:25,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",hist,hist,"log_transform_foodcourt_hist_li832lin23space, ",,,,"yeah, it looks very similar in terms of a shape."
119,li832lin23,P8,Static,Space,0:26:29,FALSE,,DATASET,missing data,barplot,barplot,"barplot_survived_homeplanet_7_li832lin23space, ",,,,There are a bunch of nulls now.
120,li832lin23,P8,Static,Space,0:26:40,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,barplot,barplot,"barplot_survived_homeplanet_7_li832lin23space, ",,,,Earth had more people who survived than Europa had â--  I mean proportionally.
121,li832lin23,P8,Static,Space,0:27:59,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,barplot,barplot,"barplot_survived_cryosleep_li832lin23space, ",,,,"Oh, this is very pronounced. People who weren't in cryosleep sleep were more likely to survive."
122,li832lin23,P8,Static,Space,0:28:36,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,barplot,barplot,"barplot_survived_destination_li832lin23space, ",,,,Canori E has proportionally fewer survivors. 
123,li832lin23,P8,Static,Space,28:43:00,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,barplot,barplot,"barplot_survived_destination_li832lin23space, ",,,,More than were going to TRAPPIST.
124,li832lin23,P8,Static,Space,0:32:16,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,stripplot,stripplot,"stripplot_age_survived_2_li832lin23space, ",,,,There is no perceptible difference [discussing Age between survived and not survived]
125,li832lin23,P8,Static,Space,0:32:59,FALSE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",barplot,barplot,"barplot_survived_cryosleep_li832lin23space, ",,,,"I think maybe the VIP people survive a little more. It's hard to say, given the proportional difference.
"
126,li832lin23,P8,Static,Space,0:33:40,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,columns,columns,"display_dataframe_columns_li832lin23space, ",,,,I guess people who survived well likely to spend more money in the Spa.
127,li832lin23,P8,Static,Space,0:34:19,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship existence / non-existence,data_dictionary,data_dictionary,"data_dictionary, ",,,,"Oh, there's no income variable is there. I guess the VIP variable is a proxy"
128,li832lin23,P8,Static,Space,0:34:39,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,stripplot,stripplot,"stripplot_logroom_survived_li832lin23space, ",,,,"I would say people who spend more money are more likely to survive, "
129,li832lin23,P8,Static,Space,34:44:00,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship strength and/or direction,stripplot,stripplot,"stripplot_logroom_survived_li832lin23space, ",,,,maybe is also capturing things like the vip are maybe more likely to survive.
130,li832lin23,P8,Static,Space,0:35:43,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,heatmap,heatmap,"heatmap_correlation_matrix_li832lin23space, ",,,,"I mean, obviously the variables are correlated with the logs"
131,li832lin23,P8,Static,Space,0:36:51,FALSE,,DATASET,missing data,python,python,"mean_isnull_li832lin23space, ",,,,It's a much better data quality than most real data sets. So not many nulls.
132,li832lin23,P8,Interactive,happiness,1:02:57,FALSE,,DATASET,data provenance,data_dictionary,data_dictionary,"data_dictionary, ",,,,It's nice when they give you the log variables
133,li832lin23,P8,Interactive,happiness,1:03:15,FALSE,,DATASET,variable metadata,data_dictionary,data_dictionary,"data_dictionary, ",,,,[socialSupport] this one's a binary.
134,li832lin23,P8,Interactive,happiness,1:04:55,FALSE,,DATASET,variable metadata,profile,profile,"df_profile_all_li832lin23happiness, ",,,,"You know, I thought social support was supposed to be binary. Oh it was the national average."
135,li832lin23,P8,Interactive,happiness,1:05:36,FALSE,,ANALYSIS PROCESS,plan of action,profile,profile,"df_profile_all_li832lin23happiness, ",,,,"No, nothing looks especially interesting. So I guess this just means make a bunch of plots."
136,li832lin23,P8,Interactive,happiness,1:06:14,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship existence / non-existence,none,none,,,,TRUE,"I will just do a bunch of variable set of plots with happiness against the other variables, and then, when I want to break it out, I will, By country which is the only available form of categorization."
137,li832lin23,P8,Interactive,happiness,1:06:55,FALSE,,ANALYSIS PROCESS,representation comment,heatmap,heatmap,"corr_heatmap_li832lin23happiness, ",,,,"Oh, obviously I have to do this [make a correlation heatmap], but everyone does it all the time. Will it tell me anything? It will not. It never does. "
138,li832lin23,P8,Interactive,happiness,1:08:50,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",,,,"There are interactive charts that people, people meaning me, just are clicking around and like ""cool. I have no analytical thought I'm just clicking things. """
139,li832lin23,P8,Interactive,happiness,1:09:07,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",,,,"in general, happinessScore goes up with life expectancy"
140,li832lin23,P8,Interactive,happiness,1:09:23,TRUE,relationship (continuous X continuous),RELATIONSHIP,outlier (relationship),scatterplot,scatterplot,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",,,,"Haiti's life expectancy is this [tooltip present] like this is concerning me. I have to look at it.
"
141,li832lin23,P8,Interactive,happiness,1:09:23,TRUE,relationship (continuous X continuous),RELATIONSHIP,outlier (relationship),scatterplot,scatterplot,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",,,," Okay, I mean, I guess it makes sense. But this is like constantly, you know, for a lower life expectancy. Okay. just very little life expectancy, not much happiness"
